,title,keyword,category,score,author,publisher,reviewnum
441,빅히스토리,유전학 컬렉션 호모 사피엔스 바칼로레아 히스토리 역사,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 역사/문화 > 청소년 역사']","['50', '0', '25', '0', '25']",김서형 저자(글),살림,6.0
442,아틀라스 세계사,중국 유럽 아메리카 동남아시아 남아시아 아프리카,['국내도서 > 역사/문화 > 세계사 > 교양세계사'],"['35', '27', '4', '0', '35']",김성환 번역 · 지오프리 파커 엮음,사계절,34.0
443,학교에서 가르쳐주지 않는 세계사,유대인 유럽 문명 유럽사 포르투갈 일본사 동아시아 역사,['국내도서 > 역사/문화 > 세계사 > 세계사이야기'],"['55', '18', '18', '0', '9']",신상목 저자(글),뿌리와이파리,12.0
444,아르덴 대공세 1944,전쟁사 독일군 파이퍼 세계사이야기 브래들리 아이젠하워,"['국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 정치/사회 > 국방/군사 > 전쟁/전쟁사']","['40', '20', '0', '0', '40']",앤터니 비버 저자(글) · 이광준 번역 · 권성욱 감수,글항아리,76.0
445,세계전쟁사,클라우제비츠 로렌츠 대전 프로이트 마르크스 나폴레옹,['국내도서 > 역사/문화 > 세계사 > 교양세계사'],"['14', '29', '57', '0', '0']",존 키건 저자(글) · 유병진 번역,까치,10.0
446,세상을 바꾼 기후,세계사 수상 내역 선정 중국 문명 교차 흉노,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 세계사 > 교양세계사', '국내도서 > 역사/문화 > 청소년 역사']","['50', '0', '0', '0', '50']",김덕진 저자(글),다른,3.0
447,지리와 지명의 세계사 도감 2,중국 인도 태평양 아프리카 동남아 아메리카,['국내도서 > 역사/문화 > 세계사 > 세계사이야기'],"['47', '32', '5', '5', '11']",미야자키 마사카츠 저자(글) · 노은주 번역,이다미디어,28.0
448,통세계사 1,최신 이슈 알렉산드로스 대왕 흉노 서양사 동서양 게르만,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 역사/문화 > 청소년 역사']","['29', '43', '14', '7', '7']",김상훈 저자(글),다산초당,16.0
449,결정적 한마디가 삶의 철학이 된다,예술가 디오게네스 역사인물 알렉산더 소크라테스 철학자,['국내도서 > 역사/문화 > 세계사 > 세계사이야기'],"['40', '28', '10', '4', '18']",한수운 엮음,아이템하우스,68.0
450,"아름다운 시대, 라 벨르 에뽀끄 2",드레퓌스 영국 몽마르트르 아방가르드 인상주의 베르나르,['국내도서 > 역사/문화 > 세계사 > 교양세계사'],"['38', '13', '13', '25', '13']",신일용 저자(글),밥북,15.0
451,"아름다운 시대, 라 벨르 에뽀끄 3",유럽 몽마르트르 러일 전쟁 러시아 혁명 피카소 올림픽,['국내도서 > 역사/문화 > 세계사 > 교양세계사'],"['50', '17', '0', '17', '17']",신일용 저자(글),밥북,18.0
452,도감 무기 갑옷 투구,전쟁 만화 소설 고대 근대 완전,"['국내도서 > 정치/사회 > 국방/군사 > 국방/군사일반', '국내도서 > 역사/문화 > 세계사 > 교양세계사']","['44', '0', '0', '11', '44']","이치카와 사다하루 저자(글) · 남지연 번역 · 아리타 미츠히로 , 스와하라 히로유키, 후쿠치 타카코 그림/만화",에이케이커뮤니케이션즈,11.0
453,처음 읽는 바다 세계사,육지 해양 인명구조 지중해 인류사 투르크,['국내도서 > 역사/문화 > 세계사 > 교양세계사'],"['38', '29', '14', '5', '14']",헬렌 M. 로즈와도스키 저자(글) · 오수원 번역,현대지성,38.0
454,역사는 재미난 이야기라고 믿는 사람들을 위한 역사책,아우구스티누스 유럽 세계사 예수 마르탱 군산,['국내도서 > 역사/문화 > 세계사 > 세계사이야기'],"['54', '31', '0', '8', '8']",정기문 저자(글),책과함께,13.0
455,약국에 없는 약 이야기,히포크라테스 교양세계사 불로불사 마약 욕망 만병통치약,['국내도서 > 역사/문화 > 세계사 > 교양세계사'],"['36', '45', '0', '0', '18']",박성규 저자(글),엠아이디,23.0
456,세상에서 가장 쉬운 패권 쟁탈의 세계사,유럽 중국 유라시아 미국 경제 몽골 제국 영국,['국내도서 > 역사/문화 > 세계사 > 세계사이야기'],"['40', '20', '20', '10', '10']",미야자키 마사카츠 저자(글) · 박연정 번역,위즈덤하우스,24.0
457,세계사톡 5: 현대이야기,유럽 중국 돋보기 역사만화 타요 착취,"['국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 만화 > 역사만화']","['40', '40', '0', '20', '0']","YLAB 기획 · 무적핑크 , 핑크잼 저자(글)",위즈덤하우스,7.0
458,바다의 시간,지정학 제노바 직각삼각형 플랑드르 홍해 프랑스군,['국내도서 > 역사/문화 > 세계사 > 세계사이야기'],"['64', '7', '14', '7', '7']",자크 아탈리 저자(글) · 전경훈 번역,책과함께,23.0
459,B급 세계사,카우보이 교양세계사 타르타르 미국 서머 에펠,['국내도서 > 역사/문화 > 세계사 > 교양세계사'],"['32', '41', '4', '9', '13']",김상훈 저자(글),행복한작업실,72.0
460,알파벳과 여신,이슬람 바울 아브라함 그리스 문명 이성애 로마,['국내도서 > 역사/문화 > 세계사 > 세계사이야기'],"['0', '0', '0', '0', '100']","레너드 쉴레인 저자(글) · 윤영삼 , 조윤정 번역",크레센도,3.0
461,기독교 관점으로 본 세계사 1,교회 생활 구속사 빛 가운데 성경 이야기 여호 신실,"['국내도서 > 종교 > 기독교(개신교) > 기독교일반 > 기독교일반', '국내도서 > 역사/문화 > 세계사 > 세계사이야기']","['0', '50', '0', '50', '0']",제임스 스토보 저자(글) · 김희정 번역,부흥과개혁사,4.0
462,10시간 만에 배우는 세계사,동아프리카 흐름 대항해 시대 맥락 문명 포인트,['국내도서 > 역사/문화 > 세계사 > 세계사이야기'],"['50', '0', '0', '0', '50']",미야자키 마사카츠 저자(글) · 박현지 번역,탐나는책,6.0
463,세계사를 바꾼 위대한 식물 상자,케이스 환경변화 프리미어 이소영 지스 연결망,['국내도서 > 역사/문화 > 세계사 > 교양세계사'],"['25', '0', '25', '25', '25']",루크 키오 저자(글) · 정지호 번역,푸른숲,8.0
464,한 컷 세계사,주제 청소년역사 기념 루시 안배 이야기,"['국내도서 > 청소년 > 청소년 역사', '국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 역사/문화 > 청소년 역사']","['0', '33', '17', '33', '17']","이성호 , 강화정 , 고진아 , 남선진 , 박래훈 , 박상민 , 양현승 , 윤세병 저자(글)",해냄에듀,6.0
465,10대 민족으로 읽는 패권의 세계사,유럽 만주족 몽골족 중국 서아시아 아랍,['국내도서 > 역사/문화 > 세계사 > 세계사이야기'],"['7', '64', '0', '7', '21']",미야자키 마사카츠 저자(글) · 정은희 번역,미래의창,21.0
466,피렌체 서점 이야기,콘스탄티노플 플라톤 아리스토텔레스 그리스어 파시 아노,['국내도서 > 역사/문화 > 세계사 > 교양세계사'],"['8', '15', '4', '35', '38']",로스 킹 저자(글) · 최파일 번역,책과함께,33.0
467,만화로 보는 결정적 세계사,유럽 아시아 러시아 고르바초프 중남미 아프리카,"['국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 만화 > 교양만화 > 교양']","['9', '27', '18', '18', '27']",파스칼 보니파스 저자(글) · 토미 그림/만화 · 이수진 번역 · 김준형 감수,한빛비즈,13.0
468,세상을 바꾼 전쟁의 모든 것 1,전쟁사 중국 드론 프랑스 클라우제비츠 군인,"['국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 정치/사회 > 국방/군사 > 전쟁/전쟁사']","['0', '100', '0', '0', '0']","브뤼노 카반 기획 · 토머스 도드먼 , 에르베 마쥐렐 , 진 템페스트 저자(글) · 이정은 번역 · 권성욱 감수",열린책들,1.0
469,실내식물의 문화사,라이스 워드 스미스 고대 이집트 런던 육종,"['국내도서 > 역사/문화 > 세계사 > 교양세계사', '국내도서 > 과학 > 교양과학 > 교양식물']","['0', '50', '0', '50', '0']",마이크 몬더 저자(글) · 신봉아 번역,교유서가,3.0
470,마스터스 오브 디 에어 2,독일 스티븐 스필버그 드레스덴 하노버 브라더스 베를린,['국내도서 > 역사/문화 > 세계사 > 교양세계사'],"['50', '50', '0', '0', '0']",도널드 L. 밀러 저자(글) · 이동훈 번역,행북,2.0
471,근현대 세계사,중국 유럽 소련 러시아 미국 아프리카,['국내도서 > 역사/문화 > 세계사 > 세계사이야기'],"['53', '12', '6', '0', '29']",미야자키 마사카츠 저자(글) · 오근영 번역,알에이치코리아,32.0
472,위대한 패배자,게바라 세계역사인물 괴테 고르바초프 고흐 빈센트,"['국내도서 > 역사/문화 > 세계사 > 세계역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 세계역사인물']","['100', '0', '0', '0', '0']",볼프 슈나이더 저자(글) · 박종대 번역,을유문화사,16.0
473,플루타르코스 영웅전 3(완역본),브루투스 키케로 디온 실라 오스 루스,"['국내도서 > 역사/문화 > 세계사 > 기타국가역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 기타국가역사인물']","['67', '0', '0', '33', '0']",플루타르코스 저자(글) · 신복룡 번역,을유문화사,3.0
474,플루타르코스 영웅전 5(완역본),마리우스 한니발 카이 엮음 알렉산드로스 누스,"['국내도서 > 역사/문화 > 세계사 > 기타국가역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 기타국가역사인물']","['100', '0', '0', '0', '0']",플루타르코스 저자(글) · 신복룡 번역,을유문화사,3.0
475,로마인 이야기 2: 한니발 전쟁,포에니 유럽사 카르타고 로마사 마케도니아 멸망,"['국내도서 > 역사/문화 > 서양사 > 유럽사 > 그리스', '국내도서 > 역사/문화 > 세계사 > 건국사/멸망사']","['41', '26', '18', '0', '15']",시오노 나나미 저자(글) · 김석희 번역,한길사,72.0
476,로마인 이야기 5: 율리우스 카이사르(하),안토니우스 유럽사 정치 클레오파트라 로마사 키케로,"['국내도서 > 역사/문화 > 서양사 > 유럽사 > 그리스', '국내도서 > 역사/문화 > 세계사 > 건국사/멸망사']","['36', '29', '21', '0', '14']",시오노 나나미 저자(글) · 김석희 번역,한길사,34.0
477,로마인 이야기 6: 팍스 로마나,아우구스투스 유럽사 게르만 로마사 로마 오비디우스,"['국내도서 > 역사/문화 > 서양사 > 유럽사 > 그리스', '국내도서 > 역사/문화 > 세계사 > 건국사/멸망사']","['46', '15', '23', '0', '15']",시오노 나나미 저자(글) · 김석희 번역,한길사,24.0
478,로마인 이야기 7: 악명높은 황제들,폭군 유럽사 우스 로마사 해부 연보,"['국내도서 > 역사/문화 > 서양사 > 유럽사 > 그리스', '국내도서 > 역사/문화 > 세계사 > 건국사/멸망사']","['50', '13', '25', '0', '13']",시오노 나나미 저자(글) · 김석희 번역,한길사,25.0
479,로마인 이야기 9: 현제의 세기,로마인 이야기 유럽사 흑해 로마사 아우렐리우스 홍해,"['국내도서 > 역사/문화 > 서양사 > 유럽사 > 그리스', '국내도서 > 역사/문화 > 세계사 > 건국사/멸망사']","['50', '13', '38', '0', '0']",시오노 나나미 저자(글) · 김석희 번역,한길사,23.0
480,벌거벗은 세계사: 경제편,일본 메디치 라틴 스포일러 아메리카 중세 유럽,"['국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 교보오리지널 > 일반 > 인문/사회/경제']","['21', '36', '4', '14', '25']",tvn<벌거벗은세계사>제작팀 저자(글),교보문고,166.0
481,스파이와 배신자,소련 영국 리코 타임스 워싱턴 요원,"['국내도서 > 역사/문화 > 세계사 > 세계역사인물', '국내도서 > 시/에세이 > 인물/자전적에세이 > 역사인물', '국내도서 > 역사/문화 > 역사인물 > 세계역사인물']","['67', '0', '0', '0', '33']",벤 매킨타이어 저자(글) · 김승욱 번역,열린책들,6.0
482,벌거벗은 세계사: 사건편,역사 삼국지 걸프 세계사이야기 그리스 신화 제갈량,"['국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 교보오리지널 > 일반 > 인문/사회/경제']","['43', '30', '9', '4', '13']",tvn<벌거벗은세계사>제작팀 저자(글),교보문고,214.0
483,"총, 선, 펜",유럽 전쟁 튀니지 미국 타히티 남북,"['국내도서 > 역사/문화 > 세계사 > 교양세계사', '국내도서 > 정치/사회 > 법학 > 헌법 > 헌법일반']","['50', '0', '0', '0', '50']",린다 콜리 저자(글) · 김홍옥 번역,에코리브르,2.0
484,시칠리아는 눈물을 믿지 않는다,눈동자 침략 참주 바닷바람 얼굴 수탈,"['국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 역사/문화 > 서양사 > 서양사일반']","['0', '33', '7', '20', '40']",김상근 저자(글) · 김도근 사진,시공사,15.0
485,술기로운 세계사,위스키 와인 프랑스 미국 네덜란드 나폴레온,"['국내도서 > 역사/문화 > 세계사 > 세계사이야기', '국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 요리 > 와인/커피/음료 > 조주/술']","['30', '26', '9', '9', '26']",명욱 저자(글),포르체,25.0
486,어나더 경제사 1,베버 복식부기 아리스토텔레스 서유럽 화폐 막스,"['국내도서 > 역사/문화 > 세계사 > 교양세계사', '국내도서 > 경제/경영 > 각국경제 > 세계경제사']","['14', '43', '14', '14', '14']",홍기빈 저자(글),시월,7.0
487,한국사 세계사 비교 연표,조선 유럽 서로마 로마 제국 멸망 중세,"['국내도서 > 역사/문화 > 한국사 > 한국통사', '국내도서 > 역사/문화 > 세계사 > 세계사이야기']","['25', '42', '0', '17', '17']","이근호 , 최유림 저자(글)",청아출판사,13.0
488,베를린 함락 1945,소련 푸어 바인 총통 라이트 스탈린,"['국내도서 > 역사/문화 > 서양사 > 유럽사 > 독일사', '국내도서 > 정치/사회 > 국방/군사 > 전쟁/전쟁사']","['50', '50', '0', '0', '0']",앤터니 비버 저자(글) · 이두영 번역 · 권성욱 감수,글항아리,3.0
